Word,Positivity,Negativity,Objectivity
हैरान करने वाला,0.0,0.5,0.5
अप्रभावित,0.18359375,0.5390625,0.27734375
प्रतिरक्षा,0.046875,0.046875,0.90625
श्रेष्ठ,0.3214111328125,0.0,0.6785888671875
अछूत,0.09375,0.515625,0.390625
अप्राकृतिक,0.0,0.5625,0.4375
पीड़ादायक,0.0,0.0625,0.9375
तनावग्रस्त,0.140625,0.171875,0.6875
कृत्रिम,0.0625,0.5,0.4375
मनगढ़ंत,0.3125,0.125,0.5625
हॉकी,0.0625,0.125,0.8125
सिलवाया हुआ।,0.0,0.25,0.75
बंधे हुए हैं।,0.125,0.625,0.25
मजबूर किया।,0.046875,0.078125,0.875
वक्तृत्व,0.0,0.125,0.875
रूखे-रूखे व्यवहार,0.0,0.375,0.625
जीवन के समान,0.4375,0.0,0.5625
प्राकृतिक,0.019439697265625,0.0194091796875,0.961151123046875
निस्वार्थ भाव से,0.125,0.125,0.75
सहमति दें।,0.25,0.0,0.75
असहमत,0.0,0.3125,0.6875
असहमति,0.0,0.625,0.375
स्वीकार करने योग्य।,0.3125,0.125,0.5625
स्वीकार करना,0.375,0.125,0.5
खारिज करने वाला,0.3125,0.5625,0.125
अस्वीकृत करने वाला,0.0,0.0,1.0
तैर रहा है।,0.1875,0.0,0.8125
बहती हुई।,0.046875,0.0,0.953125
तैरते हुए,0.0,0.04296875,0.95703125
जलजनित,0.0,0.0,1.0
जमीन,0.0,0.0,1.0
डर लगता है।,0.09375,0.625,0.28125
एक्रोफोबिक,0.0,0.75,0.25
दूर से,0.0,0.125,0.875
भयग्रस्त।,0.0,0.125,0.875
अचंभित।,0.25,0.0,0.75
घबरा गया।,0.125,0.0,0.875
निराश हो गया।,0.25,0.0,0.75
एगोराफोबिक,0.0,0.75,0.25
घबराए हुए हैं।,0.0,0.625,0.375
अल्गोफोबिक,0.0,0.875,0.125
आशंकित,0.21875,0.34375,0.4375
हैंगडॉग,0.3125,0.25,0.4375
क्लॉस्ट्रोफोबिक,0.0,0.4375,0.5625
डरावना।,0.0234375,0.65625,0.3203125
डरी हुई।,0.0,0.09375,0.90625
डरा हुआ।,0.0,0.125,0.875
दहशत में,0.0,0.3125,0.6875
डरावना,0.0,0.25,0.75
शिकार किया।,0.625,0.125,0.25
हाइड्रोफोबिक,0.0,0.6875,0.3125
एक्वाफोबिक,0.0,0.75,0.25
माइसोफोबिक,0.0,0.75,0.25
घबराहट,0.0,0.0,1.0
घबराहट में,0.0,0.0,1.0
सुन्न।,0.0,0.421875,0.578125
बेफिकर।,0.0,0.375,0.625
दहशत फैलाने वाला,0.0,0.5,0.5
त्रिस्काइडेकाफोबिक,0.0,0.625,0.375
घबराए हुए।,0.0,0.625,0.375
सफ़ेद लिप्ड,0.125,0.0,0.875
ज़ेनोफोबिक,0.0,0.75,0.25
निडर।,0.1875,0.09375,0.71875
आशंकित नहीं,0.0,0.625,0.375
अनब्लिंकिंग,0.4375,0.25,0.3125
अनफ़्लिंकिंग,0.25,0.375,0.375
सिकुड़ नहीं रहा है,0.25,0.375,0.375
भयभीत नहीं,0.625,0.25,0.125
आक्रामक,0.1875,0.125,0.6875
जुझारू।,0.5,0.0,0.5
बेलिकोज,0.5,0.0,0.5
जुझारू,0.3125,0.0625,0.625
प्रतिस्पर्धी,0.125,0.03125,0.84375
उग्रवादी,0.0625,0.015625,0.921875
कठोर प्रहार,0.1875,0.25,0.5625
उच्च दबाव,0.125,0.125,0.75
शत्रुतापूर्ण,0.078125,0.29296875,0.62890625
आपके चेहरे पर,0.25,0.0,0.75
अवरोधपूर्ण,0.0625,0.375,0.5625
रैप्टोरियल,0.0,0.0,1.0
गिद्ध,0.0,0.0,1.0
गिद्ध।,0.0,0.0,1.0
पग्नासिअस,0.1875,0.25,0.5625
खुरदरा।,0.008363723754882812,0.1411886215209961,0.8504476547241211
स्क्रैपी,0.375,0.125,0.5
ट्रुकुलेंट,0.25,0.5,0.25
आक्रामक नहीं,0.0,0.625,0.375
गैर-आक्रामक,0.0,0.625,0.375
निम्न दबाव,0.125,0.375,0.5
परेशान हो गए।,0.0,0.3125,0.6875
उत्तेजित।,0.2109375,0.05859375,0.73046875
भावनात्मक रूप से,0.390625,0.0625,0.546875
उत्साहित हैं।,0.28125,0.1875,0.53125
काम किया (_ up),0.25,0.5,0.25
परेशान हैं।,0.0,0.125,0.875
ओवरवोर्ड,0.0,0.125,0.875
झुनझुनी हुई।,0.0,0.25,0.75
हिला दिया।,0.0,0.5,0.5
बुखार।,0.09375,0.46875,0.4375
व्यस्तता,0.375,0.375,0.25
उन्मादी।,0.25,0.46875,0.28125
उन्मादी,0.25,0.5,0.25
फ्रेनेटिक,0.25,0.5,0.25
जंगली आँखें,0.0,0.1875,0.8125
बेफिकर,0.09375,0.59375,0.3125
मंथन करना।,0.125,0.0,0.875
रोइंग,0.0,0.0,1.0
रोली,0.0,0.0,1.0
उथल-पुथल मचाने वाला,0.0,0.375,0.625
तोड़-फोड़ की गई,0.25,0.0,0.75
फटी हुई।,0.0,0.0625,0.9375
सूँघ रहा है।,0.25,0.25,0.5
हलचल मचाई।,0.0625,0.34375,0.59375
अशांतिपूर्ण,0.0,0.25,0.75
सहमत हैं।,0.15625,0.0,0.84375
परेशान करने वाला।,0.015625,0.4296875,0.5546875
परेशान करने वाला,0.0,0.5,0.5
नेटलसम,0.0,0.375,0.625
परेशान कर रहे हैं।,0.0,0.5,0.5
रोगाणुरहित,0.229125,0.270875,0.5
प्लैगुई,0.0,0.375,0.625
प्लेगी।,0.0625,0.25,0.6875
चिढ़ाना।,0.078125,0.359375,0.5625
परेशान करना।,0.0625,0.6875,0.25
अपघर्षक,0.08325,0.2605,0.65625
तंत्रिका-रैकिंग,0.0,0.625,0.375
तंत्रिका-विदारक,0.0,0.625,0.375
तनावपूर्ण,0.0,0.625,0.375
कोशिश कर रहे हैं।,0.0,0.5625,0.4375
मीठा नहीं है।,0.0,0.3125,0.6875
हवा से सतह तक,0.0,0.0,1.0
हवा से जमीन तक,0.0,0.0,1.0
हवा से हवा में,0.0,0.0,1.0
सतह से हवा में,0.0,0.0,1.0
चेतावनी,0.029296875,0.015625,0.955078125
चौकस रहें।,0.25,0.3125,0.4375
आर्गस-आइड,0.25,0.0,0.75
खुली आँखें,0.375,0.0,0.625
सतर्क रहें।,0.375,0.0,0.625
जागते हुए।,0.21875,0.125,0.65625
उड़ते हैं।,1.1920928955078125e-06,2.1457672119140625e-06,0.9999966621398926
हेड-अप,0.25,0.0,0.75
चौड़ी-चौड़ी जागृति,0.3125,0.1875,0.5
बिना ढक्कन के,0.03125,0.25,0.71875
नींद न आना।,0.0625,0.5,0.4375
एल्गोरिदमिक,0.0,0.0,1.0
पुनरावर्ती,0.0,0.0,1.0
शोधात्मक,0.0,0.0,1.0
परीक्षण और त्रुटि,0.0625,0.0,0.9375
अलग-थलग करने योग्य,0.0,0.0,1.0
उपयुक्त,0.0,0.0,1.0
निर्धारित किया जा सकता है,0.125,0.0,0.875
पहुँचाने योग्य,0.125,0.0,0.875
मोलभाव करने योग्य,0.28125,0.0,0.71875
हस्तांतरणीय,0.125,0.0,0.875
अपरिवर्तनीय,0.15625,0.5,0.34375
अभेद्य,0.0625,0.6875,0.25
अनुल्लंघनीय,0.140625,0.171875,0.6875
गैर-परक्राम्य,0.5,0.0,0.5
गैर-हस्तांतरणीय,0.125,0.5,0.375
हस्तांतरणीय नहीं,0.125,0.5,0.375
जीवित जन्म,0.375,0.125,0.5
व्यवहार्य,0.4375,0.0,0.5625
महत्वपूर्ण,0.296875,0.03125,0.671875
सो रहे हैं।,0.0,0.078125,0.921875
शांति में (_ p),0.0,0.5,0.5
आराम में (_ r),0.0,0.25,0.75
चला गया।,0.046875,0.3671875,0.5859375
हत्या कर दी।,0.0,0.0,1.0
रक्तहीन,0.0625,0.328125,0.609375
एक्ससैंगुइन,0.0,0.5,0.5
बहिर्मुखी,0.0,0.5,0.5
मस्तिष्क मृत (_ d),0.0,0.0,1.0
सांस न लेना।,0.125,0.5,0.375
निर्जीव,0.0,0.4375,0.5625
पल्सलेस,0.0,0.75,0.25
ठंड लग रही है।,0.037109375,0.12742233276367188,0.8354682922363281
डी. ओ. ए.,0.0,0.0,1.0
मौत की तरह।,0.0,0.375,0.625
घातक।,0.0,0.21875,0.78125
निष्क्रिय हो गया।,0.0,0.375,0.625
बर्बाद हो गया।,0.015625,0.2109375,0.7734375
निष्पादित किया गया,0.0,0.0,1.0
गिर गया।,0.015625,0.078125,0.90625
देर से,0.0118408203125,0.025390625,0.9627685546875
निर्जीव।,0.0625,0.15625,0.78125
व्यवहार्य नहीं,0.0,0.625,0.375
मारे गए।,0.0,0.0,1.0
मृत।,0.125,0.375,0.5
पत्थर से मरा हुआ,0.0,0.375,0.625
एपोक्राइन,0.0,0.0,1.0
एक्राइन,0.25,0.0,0.75
कलाकार,0.0,0.0,1.0
उप-आर्टीशियन,0.0,0.125,0.875
खेल में (_ p),0.0,0.0,1.0
बाहर निकलें।,0.0,0.002384185791015625,0.9976158142089844
आउट ऑफ़ प्ले (_ o),0.0,0.0,1.0
वर्णमाला,0.0,0.0,1.0
वर्णानुक्रम,0.0,0.0,1.0
अबीसेडेरियन,0.0,0.0,1.0
एनाल्फाबेटिक,0.0,0.078125,0.921875
अल्टरिसियल,0.0,0.0,1.0
पूर्वसामाजिक,0.25,0.0,0.75
परोपकारी,0.875,0.0,0.125
निस्वार्थ,0.875,0.0,0.125
अहंकारी,0.28125,0.0,0.71875
आत्म-केंद्रित,0.375,0.0,0.625
आत्म-अवशोषित,0.5,0.0,0.5
आत्म-संलिप्तता,0.5,0.0,0.5
अस्पष्ट,0.15625,0.34375,0.5
डबल-बैरल,0.25,0.0,0.75
दो तरफा,0.0,0.0,1.0
गूढ़,0.1875,0.3125,0.5
ऑरेकुलर,0.0625,0.03125,0.90625
बहुआयामी,0.1875,0.0,0.8125
बहु-मूल्यवान,0.375,0.0,0.625
पॉलीसिमस,0.0,0.0,1.0
पॉलीसेमेंटिक,0.0,0.0,1.0
अनिश्चित,0.046875,0.265625,0.6875
असंदिग्ध,0.3125,0.1875,0.5
मोनोसेमस,0.125,0.0,0.875
महत्वाकांक्षी,0.3125,0.3125,0.375
जोर-शोर से,0.625,0.0,0.375
दबी हुई।,0.625,0.0,0.375
आकांक्षी,0.40625,0.0,0.59375
ख्वाहिश है।,0.4375,0.0,0.5625
तय किया गया,0.0859375,0.3125,0.6015625
चलाया जाता है।,0.125,0.0,0.875
मंक,0.25,0.0,0.75
होगा।,0.25,0.0,0.75
अति महत्वाकांक्षी,0.375,0.25,0.375
महत्वाकांक्षी नहीं,0.5,0.0,0.5
महत्वाकांक्षा रहित,0.5,0.0,0.5
अमेट्रोपिक,0.0,0.25,0.75
एम्मेट्रोपिक,0.0,0.0,1.0
भरा हुआ।,0.005859375,0.001953125,0.9921875
उदारता से,0.125,0.3125,0.5625
चौड़े कट,0.0,0.0,1.0
कम है।,0.0,0.4375,0.5625
मामूली,0.03125,0.4375,0.53125
मामूली रूप से,0.0,0.15625,0.84375
चुटीली।,0.0625,0.375,0.5625
हाथ से मुँह,0.0,0.5,0.5
हार्डक्रैबल,0.0,0.375,0.625
दयनीय।,0.01953125,0.84765625,0.1328125
एनाबॉलिक,0.25,0.0,0.75
रचनात्मक-चयापचय,0.0,0.0,1.0
ऊर्जा-भंडारण,0.0,0.0,1.0
कैटाबोलिक,0.1875,0.4375,0.375
कटाबोलिक,0.1875,0.4375,0.375
विनाशकारी-चयापचय,0.0,0.0,1.0
ऊर्जा मुक्त करना,0.0,0.0,1.0
एनाक्लिनल,0.0,0.0,1.0
कैटाक्लिनल,0.0,0.0,1.0
अनास्टिगमेटिक,0.0,0.125,0.875
कलंकित,0.03125,0.0625,0.90625
दृष्टिवैषम्य,0.0,0.0,1.0
एंटीक्लिनल,0.0,0.0,1.0
सिंक्लिनल,0.0,0.0,1.0
अनाड्रोमस,0.0,0.0,1.0
कैटाड्रोमस,0.0,0.0,1.0
डायड्रोमस,0.0,0.0,1.0
एनाबेटिक,0.0,0.0,1.0
कटाबेटिक,0.0,0.0,1.0
कैटाबेटिक,0.0,0.0,1.0
गुदा,0.0,0.0,1.0
गुदा-प्रतिधारण (_ r),0.0,0.0,1.0
मौखिक रूप से,0.0,0.0,1.0
एनालॉग,0.0,0.0,1.0
रैखिक,0.125,0.0,0.875
डिजिटल,0.0625,0.0,0.9375
कैटाबेटिक,0.0,0.0,1.0
गुदा,0.0,0.0,1.0
गुदा-प्रतिधारण (_ r),0.0,0.0,1.0
मौखिक रूप से,0.0,0.0,1.0
एनालॉग,0.0,0.0,1.0
रैखिक,0.125,0.0,0.875
डिजिटल,0.0625,0.0,0.9375
विश्लेषणात्मक,0.046875,0.0,0.953125
सिंथेटिक,0.0078125,0.1953125,0.796875
कृत्रिम,0.0,0.0,1.0
असंकलित,0.03125,0.125,0.84375
अलग-थलग करना,0.0,0.0,1.0
पॉलीसिंथेटिक,0.0,0.0,1.0
विचलनशील,0.125,0.125,0.75
व्युत्पन्न,0.0,0.25,0.75
अपकार्पस,0.0,0.0,1.0
सिंकार्पस,0.0,0.0,1.0
गुस्सा आता है।,0.15625,0.578125,0.265625
परेशान हो गया।,0.0625,0.375,0.5625
उकसाया।,0.0,0.5,0.5
गुस्सा आ गया।,0.125,0.5,0.375
गुस्से में,0.203125,0.40625,0.390625
गुस्से में आ गया।,0.25,0.25,0.5
पागल हो गया।,0.25,0.25,0.5
काला,0.031374454498291016,0.12713146209716797,0.841494083404541
कोलेरिक,0.21875,0.25,0.53125
दुर्भावनापूर्ण,0.0625,0.5,0.4375
हॉट _ अंडर _ द _ कॉलर,0.125,0.125,0.75
ऊबड़-खाबड़,0.125,0.125,0.75
पागल।,0.328125,0.25,0.421875
दर्द हो रहा है।,0.015625,0.296875,0.6875
क्रोधित।,0.0,0.375,0.625
शर्मनाक।,0.0,0.5625,0.4375
झुनझुनी।,0.078125,0.25,0.671875
धुँधलापन,0.5,0.25,0.25
स्मॉल्डरिंग,0.5,0.25,0.25
गुस्सा।,0.0,0.25,0.75
असंवेदनशील,0.0625,0.4375,0.5
नाराज़गी,0.0,0.875,0.125
कटुतापूर्ण,0.5,0.25,0.25
कड़वा,0.00439453125,0.12890625,0.86669921875
बदतमीजी।,0.375,0.25,0.375
असंबद्ध,0.0,0.5,0.5
कड़वा नहीं है।,0.0,0.75,0.25
संवेदनशील,0.15625,0.25,0.59375
एनिमेट करें,0.09765625,0.0078125,0.89453125
असहनीय,0.25,0.5625,0.1875
निर्जीव,0.0,0.6875,0.3125
अचेतन,0.0,0.25,0.75
एनिमेटेड,0.1875,0.0,0.8125
जीवंत किया गया।,0.4375,0.0,0.5625
उत्साही।,0.40625,0.046875,0.546875
जीवन का पूर्ण _,0.375,0.25,0.375
जीवंत,0.38671875,0.0078125,0.60546875
पुनर्जीवित किया गया,0.4375,0.09375,0.46875
सर्वसम्मति से,0.375,0.5,0.125
वान,0.03125,0.453125,0.515625
ऊपर उठाएँ (_ up),0.875,0.0,0.125
अनाम,0.03125,0.25,0.71875
एनोन।,0.0,0.5,0.5
नामहीन,0.0,0.0,1.0
अज्ञात,0.0,0.26513671875,0.73486328125
ओनिमोस,0.0,0.0,1.0
द्विपद,0.0,0.0,1.0
छद्म नाम,0.0,0.0,1.0
प्रतिभूति,0.0,0.0,1.0
पोस्टमॉर्टम,0.0,0.015625,0.984375
पोस्टमॉर्टल,0.0,0.125,0.875
पूर्ववर्ती,0.0,0.0,1.0
इससे पहले,0.0,0.0,1.0
अग्रिम,0.375,0.125,0.5
पहले से ही,0.375,0.125,0.5
पहले से मौजूद,0.0,0.375,0.625
इसके बाद,0.0,0.0,1.0
परिचर,0.0,0.0,1.0
परिणामतः,0.0,0.0,1.0
साथ में,0.0,0.0,1.0
सहवर्ती,0.0,0.0,1.0
कैटाबेटिक,0.0,0.0,1.0
गुदा,0.0,0.0,1.0
गुदा-प्रतिधारण (_ r),0.0,0.0,1.0
मौखिक रूप से,0.0,0.0,1.0
एनालॉग,0.0,0.0,1.0
रैखिक,0.125,0.0,0.875
डिजिटल,0.0625,0.0,0.9375
विश्लेषणात्मक,0.046875,0.0,0.953125
सिंथेटिक,0.0078125,0.1953125,0.796875
कृत्रिम,0.0,0.0,1.0
असंकलित,0.03125,0.125,0.84375
अलग-थलग करना,0.0,0.0,1.0
पॉलीसिंथेटिक,0.0,0.0,1.0
विचलनशील,0.125,0.125,0.75
व्युत्पन्न,0.0,0.25,0.75
अपकार्पस,0.0,0.0,1.0
सिंकार्पस,0.0,0.0,1.0
गुस्सा आता है।,0.15625,0.578125,0.265625
परेशान हो गया।,0.0625,0.375,0.5625
उकसाया।,0.0,0.5,0.5
गुस्सा आ गया।,0.125,0.5,0.375
गुस्से में,0.203125,0.40625,0.390625
गुस्से में आ गया।,0.25,0.25,0.5
पागल हो गया।,0.25,0.25,0.5
काला,0.031374454498291016,0.12713146209716797,0.841494083404541
कोलेरिक,0.21875,0.25,0.53125
दुर्भावनापूर्ण,0.0625,0.5,0.4375
हॉट _ अंडर _ द _ कॉलर,0.125,0.125,0.75
ऊबड़-खाबड़,0.125,0.125,0.75
पागल।,0.328125,0.25,0.421875
दर्द हो रहा है।,0.015625,0.296875,0.6875
क्रोधित।,0.0,0.375,0.625
शर्मनाक।,0.0,0.5625,0.4375
झुनझुनी।,0.078125,0.25,0.671875
धुँधलापन,0.5,0.25,0.25
स्मॉल्डरिंग,0.5,0.25,0.25
गुस्सा।,0.0,0.25,0.75
असंवेदनशील,0.0625,0.4375,0.5
नाराज़गी,0.0,0.875,0.125
कटुतापूर्ण,0.5,0.25,0.25
कड़वा,0.00439453125,0.12890625,0.86669921875
बदतमीजी।,0.375,0.25,0.375
असंबद्ध,0.0,0.5625,0.4375
कड़वा नहीं है।,0.0,0.75,0.25
संवेदनशील,0.15625,0.25,0.59375
एनिमेट करें,0.09765625,0.0078125,0.89453125
असहनीय,0.25,0.5625,0.1875
निर्जीव,0.0,0.6875,0.3125
अचेतन,0.0,0.25,0.75
एनिमेटेड,0.1875,0.0,0.8125
जीवंत किया गया।,0.4375,0.0,0.5625
उत्साही।,0.40625,0.046875,0.546875
जीवन का पूर्ण _,0.375,0.25,0.375
जीवंत,0.38671875,0.0078125,0.60546875
पुनर्जीवित किया गया,0.4375,0.09375,0.46875
सर्वसम्मति से,0.375,0.5,0.125
वान,0.03125,0.453125,0.515625
ऊपर उठाएँ (_ up),0.875,0.0,0.125
अनाम,0.03125,0.25,0.71875
एनोन।,0.0,0.5,0.5
नामहीन,0.0,0.0,1.0
अज्ञात,0.0,0.26513671875,0.73486328125
ओनिमोस,0.0,0.0,1.0
द्विपद,0.0,0.0,1.0
छद्म नाम,0.0,0.0,1.0
प्रतिभूति,0.0,0.0,1.0
पोस्टमॉर्टम,0.0,0.015625,0.984375
पोस्टमॉर्टल,0.0,0.125,0.875
पूर्ववर्ती,0.1875,0.0,0.8125
इससे पहले,0.0,0.109375,0.890625
अग्रिम,0.375,0.125,0.5
पहले से ही,0.375,0.125,0.5
पहले से मौजूद,0.0,0.375,0.625
इसके बाद,0.0078125,0.0,0.9921875
परिचर,0.0,0.0,1.0
परिणामतः,0.0,0.0,1.0
साथ में,0.0,0.0,1.0
सहवर्ती,0.0,0.0,1.0
इसके अनुसार,0.0,0.0,1.0
परिणामी,0.0,0.0,1.0
क्रम,0.0,0.0,1.0
बाद में,0.0,0.0,1.0
पीछे की ओर,0.11767578125,0.047119141556322575,0.8352050771936774
एंटीरर्स,0.0,0.0,1.0
पीछे हटें,0.0,0.0,1.0
डीकर्व्ड,0.0,0.125,0.875
जलीय,0.0,0.0,1.0
समुद्री,0.0,0.0625,0.9375
अर्ध-जलीय,0.0,0.0,1.0
उप-जलीय,0.0,0.0,1.0
सबएक्यूस,0.0,0.0,1.0
जलमग्न,0.0,0.0,1.0
डूबा हुआ,0.0,0.0,1.0
पानी के नीचे,0.0,0.0,1.0
स्थलीय,0.03125,0.0,0.96875
तट पर,0.0,0.0,1.0
भूमि के ऊपर,0.0,0.0,1.0
उभयचर,0.0,0.0,1.0
उभयजीवी,0.0,0.0,1.0
ऊपर,0.0625,0.015625,0.921875
ऊपर बताए गए,0.0,0.125,0.875
ऊपर का नाम,0.0,0.125,0.875
पूर्वगामी,0.0,0.0,1.0
परिचयात्मक,0.0,0.0,1.0
प्रीफ़ेटोरियल,0.0,0.0,1.0
पूर्वसूचना,0.0,0.0,1.0
मिसाल,0.0,0.0,1.0
प्रीमेडिकल,0.0,0.0,1.0
तैयारी,0.0,0.0,1.0
प्रोपेडियुटिक,0.0,0.0,1.0
पुराना।,0.0693359375,0.02734375,0.9033203125
सफल,0.0,0.0625,0.9375
बैक-टू-बैक,0.0,0.375,0.625
लगातार,0.0625,0.09375,0.84375
उल्लिखित,0.0,0.0,1.0
अगला,0.0,0.03125,0.96875
इन लाइन (_ L),0.0,0.0,1.0
अभूतपूर्व,0.0,0.0,1.0
अप्रकाशित,0.0,0.625,0.375
समझ में नहीं आता,0.0,0.125,0.875
प्रसवपूर्व,0.0,0.125,0.875
एंटीपार्टम,0.0,0.125,0.875
प्रसवकालीन,0.0,0.0,1.0
प्रसवोत्तर,0.0,0.125,0.875
प्रीप्रैंडियल,0.0,0.0,1.0
पोस्टप्रैंडियल,0.0,0.0,1.0
युद्ध से पहले,0.0,0.0,1.0
युद्ध के बाद,0.0,0.0,1.0
प्रतिगामी,0.001953125,0.13330078125,0.86474609375
एंटेरोग्रेड,0.0,0.125,0.875
एंटीमेरिडियन,0.0,0.0,1.0
एंटे मेरिडियम (_ m),0.0,0.0,1.0
ए. एम.,0.0,0.0,1.0
पोस्टमेरिडियन,0.0,0.0,1.0
पोस्ट मेरिडियम (_ m),0.0,0.0,1.0
पी. एम.,0.0,0.0,1.0
सामने की ओर,0.0,0.0625,0.9375
प्रीफ्रंटल,0.0,0.0,1.0
हिंद,0.0,0.0625,0.9375
बाधा,0.0,0.046875,0.953125
कौडल,0.0,0.03125,0.96875
पीछे हटना,0.0,0.25,0.75
डोर्सोवेंट्रल,0.0,0.0,1.0
अपील योग्य,0.5,0.0,0.5
नापसंद करने योग्य नहीं,0.0,0.5,0.5
संलग्न,0.0,0.0,1.0
भूख लगती है।,0.5,0.25,0.25
मुँह से पानी आना,0.625,0.25,0.125
स्वादिष्ट।,0.1533203125,0.048828125,0.7978515625
नापसंद करने वाला,0.0,0.75,0.25
ऑफिश,0.125,0.625,0.25
गतिरोध,0.125,0.625,0.25
उपयुक्त,0.015625,0.0,0.984375
श्रेणी-उपयुक्त,0.0,0.0,1.0
पट,0.080078125,0.005859375,0.9140625
उचित,0.375,0.0,0.625
अनुचित,0.09375,0.75,0.15625
अनुपयुक्त,0.0,0.625,0.375
देय,0.05859375,0.0078125,0.93359375
कॉल करने योग्य,0.0,0.0,1.0
इकट्ठा करें,0.0,0.0,1.0
कोड,0.0625,0.0390625,0.8984375
कैटाबेटिक,0.0,0.0,1.0
गुदा,0.0,0.0,1.0
गुदा-प्रतिधारण (_ r),0.0,0.0,1.0
मौखिक रूप से,0.0,0.0,1.0
एनालॉग,0.0,0.0,1.0
रैखिक,0.125,0.0,0.875
डिजिटल,0.0625,0.0,0.9375
विश्लेषणात्मक,0.046875,0.0,0.953125
सिंथेटिक,0.0078125,0.1953125,0.796875
कृत्रिम,0.0,0.0,1.0
असंकलित,0.03125,0.125,0.84375
अलग-थलग करना,0.0,0.0,1.0
पॉलीसिंथेटिक,0.0,0.0,1.0
विचलनशील,0.125,0.125,0.75
व्युत्पन्न,0.0,0.25,0.75
अपकार्पस,0.0,0.0,1.0
सिंकार्पस,0.0,0.0,1.0
गुस्सा आता है।,0.15625,0.578125,0.265625
परेशान हो गया।,0.0625,0.375,0.5625
उकसाया।,0.0,0.5,0.5
गुस्सा आ गया।,0.125,0.5,0.375
गुस्से में,0.203125,0.40625,0.390625
गुस्से में आ गया।,0.25,0.25,0.5
पागल हो गया।,0.25,0.25,0.5
काला,0.031374454498291016,0.12713146209716797,0.841494083404541
कोलेरिक,0.21875,0.25,0.53125
दुर्भावनापूर्ण,0.09375,0.4375,0.46875
हॉट _ अंडर _ द _ कॉलर,0.125,0.125,0.75
ऊबड़-खाबड़,0.125,0.125,0.75
पागल।,0.328125,0.25,0.421875
दर्द हो रहा है।,0.015625,0.296875,0.6875
क्रोधित।,0.0,0.375,0.625
शर्मनाक।,0.0,0.5625,0.4375
झुनझुनी।,0.078125,0.25,0.671875
धुँधलापन,0.5,0.25,0.25
स्मॉल्डरिंग,0.5,0.25,0.25
गुस्सा।,0.0,0.25,0.75
असंवेदनशील,0.0625,0.4375,0.5
नाराज़गी,0.0,0.875,0.125
कटुतापूर्ण,0.5,0.25,0.25
कड़वा,0.00439453125,0.12890625,0.86669921875
बदतमीजी।,0.375,0.25,0.375
असंबद्ध,0.0,0.53125,0.46875
कड़वा नहीं है।,0.0,0.75,0.25
संवेदनशील,0.15625,0.25,0.59375
एनिमेट करें,0.09765625,0.0078125,0.89453125
असहनीय,0.25,0.5625,0.1875
निर्जीव,0.0,0.6875,0.3125
अचेतन,0.0,0.25,0.75
एनिमेटेड,0.1875,0.0,0.8125
जीवंत किया गया।,0.4375,0.0,0.5625
उत्साही।,0.40625,0.046875,0.546875
जीवन का पूर्ण _,0.375,0.25,0.375
जीवंत,0.38671875,0.0078125,0.60546875
पुनर्जीवित किया गया,0.4375,0.09375,0.46875
सर्वसम्मति से,0.375,0.5,0.125
वान,0.03125,0.453125,0.515625
ऊपर उठाएँ (_ up),0.875,0.0,0.125
अनाम,0.03125,0.25,0.71875
एनोन।,0.0,0.5,0.5
नामहीन,0.0,0.0,1.0
अज्ञात,0.0,0.26513671875,0.73486328125
ओनिमोस,0.0,0.0,1.0
द्विपद,0.0,0.0,1.0
छद्म नाम,0.0,0.0,1.0
प्रतिभूति,0.0,0.0,1.0
पोस्टमॉर्टम,0.0,0.015625,0.984375
पोस्टमॉर्टल,0.0,0.125,0.875
पूर्ववर्ती,0.1875,0.0,0.8125
इससे पहले,0.0,0.109375,0.890625
अग्रिम,0.375,0.125,0.5
पहले से ही,0.375,0.125,0.5
पहले से मौजूद,0.0,0.375,0.625
इसके बाद,0.0078125,0.0,0.9921875
परिचर,0.0,0.0,1.0
परिणामतः,0.0,0.0,1.0
साथ में,0.0,0.0,1.0
सहवर्ती,0.0,0.0,1.0
इसके अनुसार,0.0,0.0,1.0
परिणामी,0.0,0.0,1.0
क्रम,0.0,0.0,1.0
बाद में,0.0,0.0,1.0
पीछे की ओर,0.11767578125,0.047119141556322575,0.8352050771936774
एंटीरर्स,0.0,0.0,1.0
पीछे हटें,0.0,0.0,1.0
डीकर्व्ड,0.0,0.125,0.875
जलीय,0.0,0.0,1.0
समुद्री,0.0,0.0625,0.9375
अर्ध-जलीय,0.0,0.0,1.0
उप-जलीय,0.0,0.0,1.0
सबएक्यूस,0.0,0.0,1.0
जलमग्न,0.0,0.0,1.0
डूबा हुआ,0.0,0.0,1.0
पानी के नीचे,0.0,0.0,1.0
स्थलीय,0.03125,0.0,0.96875
तट पर,0.0,0.0,1.0
भूमि के ऊपर,0.0,0.0,1.0
उभयचर,0.0,0.0,1.0
उभयजीवी,0.0,0.0,1.0
ऊपर,0.0625,0.015625,0.921875
ऊपर बताए गए,0.0,0.125,0.875
ऊपर का नाम,0.0,0.125,0.875
पूर्वगामी,0.0,0.0,1.0
परिचयात्मक,0.0,0.0,1.0
प्रीफ़ेटोरियल,0.0,0.0,1.0
पूर्वसूचना,0.0,0.0,1.0
मिसाल,0.0,0.0,1.0
प्रीमेडिकल,0.0,0.0,1.0
तैयारी,0.0,0.0,1.0
प्रोपेडियुटिक,0.0,0.0,1.0
