POS_TAG ID POS NEG LIST_OF_WORDS
a 19031 0.0 0.0 कोरियाई,कोरियन,कोरियाइके
a 20964 0.0 0.0 उत्तर_कोरियाई_वान,उत्तरी_कोरियाई_वान,उत्तर_कोरियाई_वॉन,उत्तरी_कोरियाई_वॉन,वान,वॉन,टमकोरिया
a 20963 0.0 0.0 दक्षिण_कोरियाई_वान,दक्षिणी_कोरियाई_वान,दक्षिण_कोरियाई_वॉन,दक्षिणी_कोरियाई_वॉन,वान,वॉन,टमकोरिया
a 19417 0.0 0.0 यूरोपीय,यूरोपी,यूरोपियन,यूरोपीया
a 20409 0.0 0.0 एशियाई,एशियावासी,एशिया_वासी,एशिया-वासी,एशियन,एशियाई
a 19084 0.0 0.0 कंबोडियाई,कम्बोडियाई,कंपूचियाई,कम्पूचियाई,कंबोडिया
a 19844 0.0 0.0 हाँडुरसी,होंडुरसी,हॉन्डुरसी,होन्डुरसी,हाँडुरन,होंडुरन,हॉन्डुरन,होन्डुरन,कुरसीक
a 19805 0.0 0.0 एल_सल्वाडोरी,सल्वाडोरी,स
a 19795 0.0 0.0 पेसो,पेसोस
a 21047 0.0 0.0 मिस्री_पाउंड,इजिप्शियन_पाउंड,मिस्री_पौंड,इजिप्शियन_पौंड,मिस्री_पाउण्ड,इजिप्शियन_पाउण्ड,मिस्री_पौण्ड,इजिप्शियन_पौण्ड,मिस्री_पाउन्ड,इजिप्शियन_पाउन्ड,मिस्री_पौन्ड,इजिप्शियन_पौन्ड,पाउंड,पौंड,पाउण्ड,पौण्ड,पाउन्ड,पौन्ड,जॉबटीनटूनटेनिसटैटूटॉपलेसट्विंकडडचडबलडेस्कततंगतिकड़ीतुर्कीतुर्कीथथाईथोंगददर्ददाईदादादादीदिखावटीदुर्व्यवहारदुल्हनदूधदृश्यरतिधधूम्रपानधोखाननकदनंगा
a 19089 0.0 0.0 इंडोनेशियाई,इंडोनेशिया_वासी,इंडोनेशिया-वासी,इंडोनेशियन,इंडोनेशिया
a 21446 0.0 0.0 नारकीय,नारकिक,नरकीय,नरकीय
a 19474 0.0 0.0 एंडोरी,ऐंडोरी,एंडोरावासी,ऐंडोरावासी,एंडोरा-वासी,ऐंडोरा-वासी,एंडोरमेंट
a 27811 0.0 0.0 वायुगतिकीय,वायुगतिक
a 19773 0.0 0.0 कनेडियन_डालर,कनाडाई_डालर,कनेडियन_डॉलर,कनाडाई_डॉलर,डालर,डॉलर,जॉबटीनटूनटेनिसटॉपलेसट्विंकडडचडेस्कततंगतिकड़ीतुर्कीथथोंगददर्ददाईदादादिखावटीदुर्व्यवहारदुल्हनदूधदृश्यरतिधधारा
a 21083 0.0 0.0 अध्यक्षीय,संसदीयअध्यक्षीय
a 1997 0.0 0.0 आयामी,आयामयुक्त,एकआयामी
a 23018 0.0 0.0 यौगिक,डायज़ोयौगिक
a 10588 0.0 0.0 जैव,प्रौद्वोगिकी
a 6244 0.0 0.0 प्रजा,जन,रैयत,परजा,रिआया,प्रजाजन
a 2302 0.0 0.0 प्रजा,जन,रैयत,परजा,रिआया,प्रजाजन
a 6972 0.0 0.0 प्रजा,जन,रैयत,परजा,रिआया,प्रजाजन
a 30226 0.0 0.0 मध्ययुगीन,मध्य_युगीन,सभ्ययुगीन
a 10922 0.0 0.0 तुलनात्मक,तुलनात्म
a 2452 0.0 0.0 कलापूर्ण,कलात्मक,कलामय,कलापूरे
a 19407 0.0 0.0 पदाधिकारी,ओहदेदार,पदवीधारी,पदाधिकारीगण
a 2837 0.625 0.0 तटस्थ,निरपेक्ष,उदासीन,पक्षपातरहित,अपक्षपाती,निर्पेक्ष,अनपेक्ष,तटस्थभाव
a 9061 0.0 0.0 त्रैमासिक,तिमाही,त्रिमासीय,त्रैमासिकं
a 8253 0.125 0.5 नकलची,नक़लची,अनुकारी,अनुहारक,अनुहारी,नकलचीन
a 4244 0.0 0.375 नीचा,निम्न,अतुंग,निभृत,अनुच्च,अनुन्नत्त,अनुन्नत,अनूर्ध्व,नीचामे
a 1915 0.25 0.5 ईमानदार,छलहीन,निष्कपट,निःकपट,रिजु,ऋजु,दयानतदार,सच्चा,अपैशुन,र्इमानदार
a 27572 0.5 0.25 खरा,चोखा,सच्चा,खरी
a 24185 0.375 0.375 सच्चा,असली,कोसच्चा
a 19367 0.0 0.0 अंग्रेजी,अंग्रेज़ी,अँगरेजी,अंगरेजी,अंग्रेज़ी
a 19315 0.0 0.0 आयरिश_पंट,आयरिश_पन्ट,आयरिश_पाउंड,आयरिश_पौंड,आयरिश_पाउण्ड,आयरिश_पौण्ड,आयरिश_पाउन्ड,आयरिश_पौन्ड,पंट,पन्ट,पाउंड,पौंड,पाउण्ड,पौण्ड,पाउन्ड,पौन्ड,आयरिशा
a 21945 0.0 0.0 मुहावरेदार,मुहावरेदारी
a 9867 0.0 0.25 मोमी,मोमिया,तोमोमी
a 1127 0.0 0.0 जलोढ़,जलोढ
a 21037 0.0 0.0 सीरियाई_पाउंड,सीरियन_पाउंड,सीरियाई_पौंड,सीरियन_पौंड,सीरियाई_पाउण्ड,सीरियन_पाउण्ड,सीरियाई_पौण्ड,सीरियन_पौण्ड,सीरियाई_पाउन्ड,सीरियन_पाउन्ड,सीरियाई_पौन्ड,सीरियन_पौन्ड,पाउंड,पौंड,पाउण्ड,पौण्ड,पाउन्ड,पौन्ड,सीरियाईयों
a 350 0.0 0.0 अधिशासी,अधिशाषी
a 13683 0.0 0.0 संकुचित,अनुदार,अतिसंकुचित
a 2580 0.25 0.0 दुराग्रही,पूर्वाग्रही
a 9689 0.0 0.0 भौगोलिक,भू-गोलीय,भूगोलीय,खौगोलिक
a 10815 0.0 0.0 ब्रितानी,ब्रिटिश,ब्रितानियाई
a 18676 0.0 0.0 तुर्की,रूमी,तुर्कीः
a 19870 0.0 0.0 मेक्सिकन_पेसो,मैक्सिकन_पेसो,पेसो,मेक्सिकैली
a 27219 0.0 0.375 अरक्तक,अनीमिक,अल्परक्तक,भक्तक
a 7687 0.0 0.0 अरब,अरब_गणराज्य,साऊदी
a 35553 0.0 0.0 अरबी,अरबी_भाषा,अरबी-भाषा,अलअरबी
a 20406 0.0 0.0 आस्ट्रेलियाई_डालर,आस्ट्रेलियाई_डॉलर,डालर,डॉलर,आस्ट्रेलिया
a 19730 0.0 0.0 बहमाई_डालर,बहमाई_डॉलर,डालर,डॉलर,
a 20668 0.0 0.0 बहरेनी,बहरीनी,बहरेनवासी,बहरीनवासी,बहरेन-वासी,बहरीन-वासी,बहरेन_वासी,बहरीन_वासी,सौरेनी
a 20846 0.0 0.0 बंगलादेशी,बंगला_देशी,बाँग्लादेशी,बाँग्ला_देशी,बंग्लादेशी,बंगलादेशीय,बाँग्लादेशीय,बंग्लादेशीय,बँगलादेशी
a 19736 0.0 0.0 बारबैडोसी,बारबैडोस_वासी,बारबैडोस-वासी,बारबैदोसी,बारबैदोस_वासी,बारबैदोस-वासी,बारबंकी
a 14220 0.0 0.0 बंगाली,बंगाल_वासी,गैरबंगाली
a 20757 0.0 0.0 बरमूडाई,बरमूडा_वासी,बरमूडा-वासी,बरमूडन,बरमूड़ा
a 14219 0.0 0.0 भूटानी,भूटानवासी,भूटिया,भूटिआ,भूटानीज़
a 15812 0.0 0.0 बुल्गारियाई,बुलगारियाई,बुल्गारियन
a 18722 0.0 0.0 बर्मी,बर्मी_भाषा,बर्मी
a 19476 0.0 0.0 एंडोरी,ऐंडोरी,एंडोरा_भाषा,ऐंडोरा_भाषा,एंडोरा-भाषा,ऐंडोरा-भाषा,एंडोरमेंट
a 2313 0.125 0.0 अभंजित,अक्षत,अखंडित,अखण्डित,खंडहीन,खण्डहीन,अनवच्छिन्न,सामंजित
a 20306 0.0 0.0 क्रिओल,क्रियोल,क्रिओला
a 23731 0.0 0.0 विभागीय,संगठनविभागीय
a 327 0.0 0.0 अनुशासनिक,अंतरानुशासनिक
a 5036 0.0 0.0 घरेलू,आवासीय,गृहीय,गृह्य,अघरेलू
a 19801 0.0 0.0 डोमिनिकाई_डालर,डोमिनिकाई_डॉलर,डालर,डॉलर,डोमिनिकाना
a 20106 0.0 0.0 एरिट्रियाई,एरिट्रिआई,एरिट्रियन,ईरिट्रिया
a 20109 0.0 0.0 इथियोपियाई,याल्टोप्याई,अबाइस्सिनियाई,इथियोपियन,इथियोपियाइ
a 19144 0.0 0.0 फिलिपीनी,फिलिपीनो,फिलिपीन,फिलिपीनी_भाषा,फिलिपीनो_भाषा,फिलिपीन_भाषा,फिलिपीनी-भाषा,फिलिपीनो-भाषा,फिलिपीन-भाषा,फिलिपीनस
a 20119 0.0 0.0 गाबाई,गाबाँई,गबाँई,गबोनी,गबुनी,गाबा_वासी,गाबाँ_वासी,गबाँ_वासी,गबोनवासी,गबुनवासी,गबोन_वासी,गबुन_वासी,गाबा-वासी,गाबाँ-वासी,गबाँ-वासी,गबोन-वासी,गबुन-वासी,गबोनीज़,गबुनीज़,गबोनीस,गबुनीस,गौराबाई
a 20130 0.0 0.0 गाम्बियाई,गैम्बियाई,गाम्बिआई,गैम्बिआई,गाम्बियन,गाम्बियावासी,गाम्बिआवासी,गाम्बिया-वासी,गाम्बिआ-वासी,गाम्बिया_वासी,गाम्बिआ_वासी,गैम्बियन,गाम्बियन
a 20853 0.0 0.0 जार्जियाई,जॉर्जियाई,जार्जियावासी,जॉर्जियावासी,जार्जिया_वासी,जॉर्जिया_वासी,जार्जिया-वासी,जॉर्जिया-वासी,जार्जियन,जॉर्जियन,जार्जियो
a 26982 0.0 0.0 गोथिक,गोथिक_भाषा,गथिक,गथिक_भाषा,गॉथिक,गॉथिक_भाषा,विथिगोथिक
a 26884 0.0 0.0 गोथिक,गोथिक_भाषा,गथिक,गथिक_भाषा,गॉथिक,गॉथिक_भाषा,विथिगोथिक
a 19823 0.0 0.0 ग्रेनैडाई,ग्रेनाडाई,ग्रेनैडियन,ग्रेनाडियन,ग्रेनैडावासी,ग्रेनाडावासी,ग्रेनैडा-वासी,ग्रेनाडा-वासी,ग्रेनैडा_वासी,ग्रेनाडा_वासी,ग्रेनैट
a 19826 0.0 0.0 गौटेमालाई,गौटमालाई,गौटेमालन,गौटमालन,गौटेमालावासी,गौटमालावासी,गौटेमाला_वासी,गौटमाला_वासी,गौटेमाला-वासी,गौटमाला-वासी,गॉटेमाला
a 19834 0.0 0.0 हैटियन,हैटीवासी,हैटी-वासी,हैटी_वासी,टैहिटियन
a 9831 0.0 0.0 द्रवचालित,द्रवचालन
a 19216 0.0 0.0 आइसलैंडी,आइसलैण्डी,आइसलैंडि
a 27953 0.0 0.0 जनजातीय,अजनजातीय
a 18687 0.0 0.0 ईरानी,पर्शियन,परशियन,है
a 19851 0.0 0.0 जमैकाई_डालर,जमैकाई_डॉलर,डालर,डॉलर,जॉबटीनटूनटेनिसटैटूटॉपलेसट्विंकडडचडबलडीपथ्रोटडेस्कततंगतिकड़ीतुर्कीथथाईथोंगददर्ददाईदादादादीदिखावटीदुर्व्यवहारदुल्हनदूधधधारा
a 19091 0.0 0.0 जावाई,जावा
a 20684 0.0 0.0 जार्डनी,जॉर्डनी,जार्डनवासी,जार्डन_वासी,जार्डन-वासी,जार्डनियन,जॉर्डनियन,जार्ड
a 20957 0.0 0.0 कज़ाक,कजाक,कज़ाकी,कजाकी,कज़ाकवासी,कजाकवासी,कज़ाक-वासी,कजाक-वासी,कज़ाक_वासी,कजाक_वासी,कज़ाकोफ
a 20144 0.0 0.0 केन्याई,केन्यावासी,केन्या_वासी,केन्या-वासी,केन्यन,केन्या
a 20970 0.0 0.0 कुवैती_दिरेम,कुवैती_डिरैम,दिरेम,डिरैम,कुवैत
a 35567 0.0 0.0 लैटिन,लैटिन_भाषा,लैटिनाज
a 35568 0.0 0.0 लैटिन,लैटिन_भाषा,लैटिनाज
a 21031 0.0 0.0 लेबनानी_पाउंड,लेबनीज़_पाउंड,लेबनीस_पाउंड,लेबनानी_पौंड,लेबनीज़_पौंड,लेबनीस_पौंड,लेबनानी_पाउण्ड,लेबनीज़_पाउण्ड,लेबनीस_पाउण्ड,लेबनानी_पौण्ड,लेबनीज़_पौण्ड,लेबनीस_पौण्ड,लेबनानी_पाउन्ड,लेबनीज़_पाउन्ड,लेबनीस_पाउन्ड,लेबनानी_पौन्ड,लेबनीज़_पौन्ड,लेबनीस_पौन्ड,पाउंड,पौंड,पाउण्ड,पौण्ड,पाउन्ड,पौन्ड,लेबनीझ
a 20169 0.0 0.0 लीबेरियाई_डालर,लीबेरियाई_डॉलर,डालर,डॉलर,माथेरानकन्याकुमारीकन्नूरकानपुरकन्याकुमारीकर्नालकाशीपुरकाठमांडूकटनीकेदारनाथखजुराहोखंडालाखंडवाखन्नाखरगोनकिशनगढ़कोच्चिकोडगुकोडईकनालकोलकाताकोणार्ककोरबाकोटाकोझीकोडकुल्लूलेहल्हासालोम्बार्डीलोनीएन्क्लेवलखनऊलुधियानामदुरईमहाबलेश्वरमहाबलीपुरममलेरकोटलामनालीमंदसौरमंगलोरमथुरामऊमक्कामेरठमेलबोर्नमिर्जापुरमोगामोहालीमुरादाबादमुरैनामाउंट
a 20175 0.0 0.0 लीबियाई_दिरेम,लीबियन_दिरेम,लीबियाई_डिरैम,लीबियन_डिरैम,दिरेम,डिरैम,लीबिया
a 19627 0.0 0.0 मकदुनियाई,मेसीडोनियाई,मैसीडोनियाई,मकदुनियावासी,मेसीडोनियावासी,मैसीडोनियावासी,मकदुनिया-वासी,मेसीडोनिया-वासी,मैसीडोनिया-वासी,लिथुनियाई
a 20179 0.0 0.0 मडगास्करी,मैडगास्करी,मैडगैस्करी,मैडगास्कर_वासी,मैडगैस्कर_वासी,मैडगास्कर-वासी,मैडगैस्कर-वासी,मैडगास्कन,मैडगैस्कन,गौतस्करी
a 20652 0.0 0.0 मलेशियाई,मलेशियन,रिंगिट
a 21107 0.0 0.0 माल्टाई,माल्टा
a 1421 0.0 0.0 झिल्लीदार,झिल्लित,झिल्लीई
a 6191 0.25 0.0 दुधारू,दुधार,दुधैल,दुधारी,दुधैली,दुधारु
a 21062 0.0 0.0 मंगोल,मंगोलियन,मंँगोल,मंगोलवंश
a 21066 0.0 0.0 मंगोलियन,मंगोलियन_भाषा,मंगोलिक,मंगोलिक_भाषा,मंगोलिय
a 20247 0.0 0.0 नामिबियाई,नामिबियावासी,नामिबिया_वासी,नामिबिया-वासी,नामिबियन,कोल्मिबियाई
a 19873 0.0 0.0 निकारगुआई,निकारगुअन,निकारब
a 20245 0.0 0.0 नाइजीरियाई,नाइजेरियाई,नाइजीरियावासी,नाइजेरियावासी,नाइजीरिया_वासी,नाइजेरिया_वासी,नाइजीरिया-वासी,नाइजीरिया-वासी,नाइजीरियन,नाइजेरियन,नाइजीरियाआई
a 8029 0.25 0.0 लगना,जुटना,लिपटना,व्यस्त_रहना,लगा_रहना,लगनाकुछ
a 21068 0.0 0.0 ओमानी,ओमान_वासी,ओमान-वासी,ओमानटेल
a 14212 0.0 0.0 पाकिस्तानी_रुपया,पाकिस्तानी_रुपिया,रुपया,रुपिया,पाकिस्तान
a 8406 0.125 0.0 प्रायद्वीपीय,प्रायद्वीपहै
a 4684 0.0 0.0 औषधीय,दवाऔषधीय
a 26501 0.125 0.0 बहुभुज,बहुभुजी,बहुभु
a 20254 0.0 0.0 रवांडाई,रवाण्डाई,रवांडा-संबंधी,रवाण्डा-संबंधी,रवांडन,रवांडन
a 20304 0.0 0.0 सेशिल्ज़ी,सेशिल्जी,सेशिल्ज़वासी,सेशिल्जवासी,सेशिल्ज़_वासी,सेशिल्ज_वासी,सेशिल्ज़-वासी,सेशिल्ज-वासी,मेइद्ज़ी
a 18674 0.0 0.0 थाई,थाईलैंडी,थाईलैंड_वासी,थाईलैंड-वासी,पूसम
a 26663 0.0 0.0 साइबेरियाई,साइबेरियन
a 20800 0.0 0.0 सिंगापुरी,सिंगापुर_वासी,सिंगापुर-वासी,सिंगापुर
a 18733 0.0 0.0 सिंहली,श्रीलंकाई,श्री_लंकाई,श्रीलंकन,सिंहलीज
a 20281 0.0 0.0 सूडानी_पाउंड,सूडानी_पौंड,सूडानीज़_पाउंड,सूडानीस_पाउंड,सूडानीज़_पौंड,सूडानीस_पौंड,सूडानी_पाउण्ड,सूडानी_पौण्ड,सूडानीज़_पाउण्ड,सूडानीस_पाउण्ड,सूडानीज़_पौण्ड,सूडानीस_पौण्ड,सूडानी_पाउन्ड,सूडानी_पौन्ड,सूडानीज़_पाउन्ड,सूडानीस_पाउन्ड,सूडानीज़_पौन्ड,सूडानीस_पौन्ड,पाउंड,पौंड,पाउण्ड,पौण्ड,पाउन्ड,पौन्ड,सूडान
a 20327 0.0 0.0 स्वाज़ीलैंड,स्वाजीलैंड,स्वैज़ीलैंड,स्वैजीलैंड,स्वाज़ीलैण्ड,स्वाजीलैण्ड,स्वैज़ीलैण्ड,स्वैजीलैण्ड,स्वाज़ीलैंड_गणराज्य,स्वाजीलैंड_गणराज्य,स्वाजीलैंड
a 18669 0.0 0.0 तमिल,कुंगुमम
a 20336 0.0 0.0 तंज़ानियाई,तंजानियाई,तंज़ानिया_वासी,तंजानिया_वासी,तंज़ानिया-वासी,तंजानिया-वासी,तंज़ानियावासी,तंजानियावासी,तंज़ानियन,तंजानियन,तंज़ानिय
a 20351 0.0 0.0 टोगोलीज़,टोगोलीज,टोगोलीस,कौलीज़
a 20828 0.0 0.0 त्रिनिदादी,त्रिनिदाद_वासी,त्रिनिदाद-वासी,त्रिनिदादियन,त्रिनिडैड
a 20354 0.0 0.0 ट्यूनीशियाई,ट्यूनीशिया_वासी,ट्यूनीशिया-वासी,ट्यूनीशियावासी,ट्यूनीशियन,ट्यूनीशियन
a 20379 0.0 0.0 ट्यूनीशियाई,ट्यूनीशिया_वासी,ट्यूनीशिया-वासी,ट्यूनीशियावासी,ट्यूनीशियन,ट्यूनीशियन
a 20378 0.0 0.0 युगांडन,युगांडाई,युगांडावासी,युगांडा_वासी,युगांडा-वासी,यूगांडन,यूगांडाई,यूगांडावासी,यूगांडा_वासी,यूगांडा-वासी,युगांश
a 21398 0.0 0.0 उर्दू,उर्दू
a 28215 0.0 0.0 वाहनीय,वाहनांे
a 26948 0.0 0.0 पशु-चिकित्सा,पशुचिकित्सा,शालीहोत्र,हृदय
a 691 0.0 0.625 अस्थिहीन,अस्थिमा
a 21172 0.0 0.0 वियतनामी,वियतनाम_वासी,वियतनाम-वासी,वियतनामीज़,वियतनामीस,वियतनामी
a 21171 0.0 0.0 वियतनामी,वियतनाम_वासी,वियतनाम-वासी,वियतनामीज़,वियतनामीस,वियतनामी
a 20384 0.0 0.0 क्वाचा,क्वाचा
a 20101 0.0 0.0 कीवी,न्यूज़ीलैंडी,न्यूज़ीलैण्डी,न्यूजीलैंडी,न्यूजीलैण्डी,न्यूज़ीलैंडर,न्यूज़ीलैण्डर,न्यूजीलैंडर,न्यूजीलैण्डर,किवी
a 20387 0.0 0.0 जिम्बाबवेयन_डालर,ज़िम्बाबवेयन_डालर,जिम्बाबवेयन_डॉलर,ज़िम्बाबवेयन_डॉलर,डालर,डॉलर,जिम्बाबवे
a 1143 0.0 0.0 ख़ानदानी,खानदानी,कुलीय,वंशीय,ख़ानदानी
a 12952 0.0 0.0 गुलाबी,गुलाबीपन
a 664 0.5 0.25 आशान्वित,आशावान,आशापूर्ण,आशानैन
a 19708 0.0 0.75 निराशाजनक,निराशाजन
a 12884 0.0 0.0 क्षैतिज,क्षैतिजिक
a 21828 0.0 0.0 खड़ा,ऊर्द्ध्व,ऊर्ध्व,अनुदैर्ध्य,खड़े
a 8576 0.0 0.125 आसीन,विराजमान,उपविष्ट,अध्यासीन,अभिनिविष्ट,आसीनूस्
a 820 0.0 0.0 एकत्रित,इकट्ठा,एकत्र,जमा,समग्रीकृत,इकट्ठा
a 8850 0.0 0.375 जनित,जन्य,ज़ूनोसेस
a 1139 0.625 0.0 गणनीय,गण्य,प्रगणनीय
a 16400 0.125 0.625 बेहिसाब,बेहिसाबी,अनलेखा,बेहिसाबकुछ
a 5079 0.0 0.25 तरंगित,उत्तरंग,उर्मिल,तरंगी,लहरित,तरंगायित,तरंगिनि
a 3256 0.125 0.375 सक्षम,क्षमतावान,सामर्थ्यवान,क्षमताशाली,सामर्थी,अक्षम
a 1352 0.125 0.0 अनुपेक्षित,अवेक्षित,अनवहेलित,अनुपेक्षणीय
a 34550 0.375 0.0 घनिष्ठता,अंतरंगता,अति_प्रियता,निकटता,सामीप्य,सन्निध,नज़दीकी,नजदीकी,संसर्ग,अज़ीज़ी,अजीज,घनिष्ठतः
a 3658 0.0 0.5 बेपरवाह,बेपरवा,बिन्दास,बेफिक्र,बेफ़िक़्र,अलगरजी,अल्हड़,अचिंत,अचिन्त,बेपरवा
a 7998 0.0 0.75 उपेक्षक,मुखापेक्षक
a 7582 0.0 0.0 मांसाहारी,समिषाहारी,आमिषाहारी,मांसभक्षी,मांसखोर,मांसख़ोर,मासाहारी
a 8054 0.0 0.0 शाकाहारी,शाकजीवी,शाकोपजीवी,शाकभक्ष्य,अशाकाहारी
a 18974 0.0 0.0 तृणचर,तृण-चर,तृणजंभन्,तृणजम्भन्,
a 7870 0.0 0.0 सर्वभक्षी,सर्वभक्ष्य,सर्वभक्षक
a 4706 0.0 0.0 कीटभक्षी,कीटभोजी,कीटभक्षक
a 6853 0.0 0.0 पुच्छल,पुँछल,दुमदार,पुच्छहीन
a 9297 0.125 0.5 निस्पृह,निःस्फृह,निर्लोभ,लोभहीन,लालचहीन,अलोभी,अस्पृह,अतृष्ण,लालसारहित,तृष्णारहित,निस्पृहा
a 9290 0.0 0.0 निश्चयात्मक,पक्का,निश्चयात्मकता
a 6020 0.375 0.25 सक्रिय,क्रियाशील,सक्रियता
a 25042 0.125 0.0 कायल,क़ायल,अकचकायल
a 8946 0.75 0.0 आश्वस्त,आश्वासित,आश्वस्त्
a 2316 0.25 0.375 अपरिवर्तनीय,अपरिवर्तनशील,अजूना,अपरिवर्तन्यील
a 4965 0.375 0.0 परिवर्तित,परिणत,तबदील,तब्दील,परिवर्तितकर
a 5794 0.0 0.625 अपरिवर्तित,अनबदला,अपरिवर्तन्यील
a 31674 0.0 0.0 आविष्ट,आवेशग्रस्त,आवेशपूर्ण,अपविष्ट
a 2948 0.875 0.0 हँसमुख,हसमुख,हँसमुखी
a 29068 0.0 0.0 दानेदार,दानेवाली
a 14378 0.0 0.0 पांडु,पाण्डु,पांडुनगर
a 24321 0.0 0.0 मूँगा,विद्रुम,प्रवाल,समुद्रज,रत्नद्रुम,मिरंगा,मूँगेर
a 9713 0.0 0.0 मटमैला,मटिया,मिटिया,मटियाला,धूसर,ख़ाकी,खाकी,भूमिल,कंजई,भूरा,कपिल,मटमैल
a 20036 0.0 0.0 नारंगी,छाँवरंगनारंगी
a 24319 0.0 0.0 बैंगनी,बैगनी,जामुनी,बैंजनी,जमुनियाँ,स्वाम्पहेन
a 12951 0.0 0.0 गुलाबी,गुलाबीपन
a 25369 0.0 0.75 सेवानिवृत्त,रिटायर,अवकाश_प्राप्त,रिटायर्ड,रिटायर
a 4962 0.0 0.0 गेरू,गिरमाटी,गैरकी,रक्तोपल,गिलसुर्ख,गिरिधातु,शैलसंभूत,शैलसम्भूत,गेरूई
a 26606 0.0 0.0 आबनूसी,आबनूसी
a 28592 0.375 0.25 लगना,जुटना,लिपटना,व्यस्त_रहना,लगा_रहना,लगनाकुछ
a 6220 0.0 0.0 रंगहीन,निरंग,बेरंग,वर्णहीन,अवर्ण,वर्णशून्य,अबरन,अबरनीय,रंगहवा
a 1338 0.0 0.625 तेजहीन,निस्तेज,बुझा_हुआ,आभाहीन,कांतिहीन,ओजहीन,प्रभाहीन,फीका,बेरौनक,अप्रभ,प्रभारहित,तेजहर
a 486 0.375 0.125 ईसाई,क्रिस्चन,क्रिश्चन,क्रिश्चियन,किरिस्तानी,ईसाई_धर्मावलंबी,धर्म
a 6309 0.0 0.0 शास्त्रीय,शास्त्रीयसंगीत
a 17224 0.0 0.375 धूलिधूसर,धूलि_धूसर,धूलिधूसरित,धूलि_धूसरित,धूसर,धूसरा,धूलधूसरित,धूलिसात
a 13256 0.0 0.875 तैलीय,तेलीय,स्निग्ध,तेलहा,तैलीयता
a 23327 0.0 0.875 कीचड़दार,पंकिल,कीचदार,कार्दम,चिलहला,कीचड़मय
a 1523 0.625 0.0 श्लील,श्रील,बढ़िया,मिनअश्लील
a 6501 0.0 0.0 मरणासन्न,मृतप्राय,अभिनिधन,मरणासन्
a 28918 0.25 0.375 रेडियोधर्मी,रेडियोएक्टिव,रडियोधर्मी
a 2474 0.0 0.5 अस्पृश्य,अछूत,छुतिहा,अपरस,अस्पृश्यों
a 4829 0.25 0.0 सक्रिय,क्रियाशील,सक्रियता
a 6682 0.25 0.375 अपारदर्शक,अपारदर्शी,अपारदर्शन
a 6192 0.25 0.0 दूधिया,दुधिया,दूधियाबंद
a 12493 0.0 0.75 भ्रमित,भ्रांत,भ्रान्त,भ्रमितं
a 2100 0.125 0.5 क़रीबी,नज़दीकी,नजदीकी,निकटवर्ती,समीपी,निकटस्थ,सन्निकट,समीपवर्ती,समीपस्थ,अपदांतर,अपदान्तर,क़रीबी
a 2100 0.0 0.0 रात,रात्रि,रजनी,निशा,यामा,यामिनी,रैना,रैन,विभावरी,निशि,शर्वरी,यामिन,यामिनि,यामि,रात्रिमान,निशिता,वासुरा,निसि,शाम
a 8129 0.125 0.0 संघटित,संगठित,विसंघटित
a 717 0.0 0.75 शत्रुतापूर्ण,दुश्मनाना,वैरपूर्ण,बैरपूर्ण,शत्रुताओं
a 1555 0.125 0.5 गरम,गर्म,उष्ण,ताबदार,पाउदर
a 2947 0.25 0.5 क्रुद्ध,क्रोधित,कुपित,भामी,क्षुब्ध,अनखौहा,क्रुद्घ
a 5751 0.0 0.75 शीतल,ठंडा,अनुष्ण,अतप्त,ठण्डा,ठंढा,ठण्ढा,सेशीतल
a 4947 0.0 0.0 वसंत_कालीन,बसंती,वसंती,वासंती,बासंती,वैदिक
a 893 0.25 0.375 खुला,अनावृत,अनाच्छादित,अनढँका,आवरणहीन,आवरणरहित,अनावेष्टित,अपरछन,अपरिच्छन्न,अप्रच्छन्न,अनखुला
a 1158 0.5 0.0 स्पष्टतः,खुल_कर,खुले_तौर_पर,खुल्लम_खुल्ला,बिना_लाग_लपेट_के,साफ़_साफ़,स्पष्टतया,साफ़-साफ़,सुस्पष्टतः
a 7123 0.0 0.5 मटमैला,ढबैला,मटमैल
a 5909 0.0 0.0 तटवर्ती,तटस्थ,तटवर्त्ती
a 31540 0.5 0.0 तर्कगम्य,तर्काधीन,तर्कसंगत,ज्ञानगम्य
a 9497 0.0 0.0 प्रकाशित,प्रकाशन
a 22255 0.0 0.0 अप्रकाशित,अप्रकाशितो
a 22566 0.0 0.0 अफ़वाही,अफवाही,अफ़वाहो
a 10443 0.0 0.625 आग्नेय,आग्नेयी
a 7319 0.0 0.75 अदह,अदाह्य,प्लक़ुइन्ग
a 15669 0.25 0.5 विस्फोटक,विस्फोटक_पदार्थ,विस्फोटकीय
a 24979 0.0 0.625 बेआराम,काआराम
a 942 0.0 0.0 रिहायशी,रिहाइशी,रहाइशी,रहायशी,आवासीय,हायशी
a 11320 0.125 0.0 प्रजातांत्रिक,प्रजातंत्रीय,प्रजातंत्री,प्रजातंत्रात्मक,गणतंत्रीय,गणतंत्री,गणतंत्रिक,गणतंत्रात्मक,गणतांत्रिक,लोकतंत्री,लोकतंत्रात्मक,लोकतंत्रीय,प्रजातांत्
a 3662 0.5 0.25 असामान्य,असाधारण,ख़ास,खास,ग़ैरमामूली,विशेष,ऐसा-वैसा,अपसामान्य,स्पेशल,ख़ासा,खासा,असामान्यताओं
