Word,Positivity,Negativity,Objectivity
Turdus_merula,0.0,0.0,1.0
ring_ouzel,0.0,0.0,1.0
ring_blackbird,0.0,0.0,1.0
ring_thrush,0.0,0.0,1.0
Turdus_torquatus,0.0,0.0,1.0
robin,0.0,0.0,1.0
American_robin,0.0,0.0,1.0
Turdus_migratorius,0.0,0.0,1.0
clay-colored_robin,0.0,0.0,1.0
Turdus_greyi,0.0,0.0,1.0
Hylocichla,0.0,0.0,1.0
genus_Hylocichla,0.0,0.0,1.0
hermit_thrush,0.0,0.0,1.0
Hylocichla_guttata,0.0,0.0,1.0
veery,0.0,0.0,1.0
Wilson's_thrush,0.0,0.0,1.0
Hylocichla_fuscescens,0.0,0.0,1.0
wood_thrush,0.0,0.0,1.0
Hylocichla_mustelina,0.0,0.0,1.0
Luscinia,0.0,0.0,1.0
genus_Luscinia,0.0,0.0,1.0
nightingale,0.0,0.0,1.0
Luscinia_megarhynchos,0.0,0.0,1.0
thrush_nightingale,0.0,0.0,1.0
Luscinia_luscinia,0.0,0.0,1.0
bulbul,0.0,0.0,1.0
Saxicola,0.0,0.0,1.0
genus_Saxicola,0.0,0.0,1.0
Old_World_chat,0.0,0.0,1.0
chat,0.125,0.09375,0.78125
stonechat,0.0,0.0,1.0
Saxicola_torquata,0.0,0.0,1.0
whinchat,0.0,0.0,1.0
Saxicola_rubetra,0.0,0.0,1.0
Myadestes,0.0,0.0,1.0
genus_Myadestes,0.0,0.0,1.0
Phoenicurus,0.0,0.0,1.0
genus_Phoenicurus,0.0,0.0,1.0
redstart,0.0,0.0,1.0
redtail,0.0,0.0,1.0
Oenanthe,0.0,0.0625,0.9375
genus_Oenanthe,0.0,0.0625,0.9375
wheatear,0.0,0.0,1.0
Sialia,0.0,0.0,1.0
genus_Sialia,0.0,0.0,1.0
bluebird,0.0625,0.0,0.9375
Erithacus,0.0,0.0,1.0
genus_Erithacus,0.0,0.0,1.0
redbreast,0.0,0.0,1.0
robin_redbreast,0.0,0.0,1.0
Old_World_robin,0.0,0.0,1.0
Erithacus_rubecola,0.0,0.0,1.0
bluethroat,0.0,0.0,1.0
Erithacus_svecicus,0.0,0.0,1.0
Sylviidae,0.0,0.0,1.0
family_Sylviidae,0.0,0.0,1.0
Sylviinae,0.0,0.0,1.0
subfamily_Sylviinae,0.0,0.0,1.0
warbler,0.0,0.0625,0.9375
Polioptila,0.0,0.0,1.0
genus_Polioptila,0.0,0.0,1.0
gnatcatcher,0.0,0.0,1.0
Regulus,0.0,0.0,1.0
genus_Regulus,0.0,0.0,1.0
kinglet,0.0,0.125,0.875
goldcrest,0.0,0.0,1.0
golden-crested_kinglet,0.0,0.0,1.0
Regulus_regulus,0.0,0.0,1.0
gold-crowned_kinglet,0.0,0.0,1.0
Regulus_satrata,0.0,0.0,1.0
ruby-crowned_kinglet,0.0,0.0,1.0
ruby-crowned_wren,0.0,0.0,1.0
Regulus_calendula,0.0,0.0,1.0
Old_World_warbler,0.0,0.0,1.0
true_warbler,0.0,0.0,1.0
Silvia,0.0,0.0,1.0
genus_Silvia,0.0,0.0,1.0
blackcap,0.0,0.0,1.0
Silvia_atricapilla,0.0,0.0,1.0
greater_whitethroat,0.0,0.0,1.0
Sylvia_communis,0.0,0.0,1.0
lesser_whitethroat,0.0,0.0,1.0
Sylvia_curruca,0.0,0.0,1.0
Phylloscopus,0.0,0.0,1.0
genus_Phylloscopus,0.0,0.0,1.0
wood_warbler,0.0,0.0,1.0
Phylloscopus_sibilatrix,0.0,0.0,1.0
Acrocephalus,0.0,0.0,1.0
genus_Acrocephalus,0.0,0.0,1.0
sedge_warbler,0.0,0.0,1.0
sedge_bird,0.0,0.0,1.0
sedge_wren,0.0,0.0,1.0
reedbird,0.0,0.0,1.0
Acrocephalus_schoenobaenus,0.0,0.0,1.0
Prinia,0.0,0.0,1.0
genus_Prinia,0.0,0.0,1.0
wren_warbler,0.0,0.0,1.0
Orthotomus,0.125,0.125,0.75
genus_Orthotomus,0.125,0.125,0.75
tailorbird,0.0,0.0,1.0
Orthotomus_sutorius,0.0,0.0,1.0
Timaliidae,0.0,0.0,1.0
family_Timaliidae,0.0,0.0,1.0
Timalia,0.0,0.0,1.0
genus_Timalia,0.0,0.0,1.0
babbler,0.0,0.1875,0.8125
cackler,0.0,0.0,1.0
Parulidae,0.0,0.0,1.0
family_Parulidae,0.0,0.0,1.0
New_World_warbler,0.0,0.0,1.0
Parula,0.0,0.0,1.0
genus_Parula,0.0,0.0,1.0
parula_warbler,0.0,0.0,1.0
northern_parula,0.0,0.0,1.0
Parula_americana,0.0,0.0,1.0
Wilson's_warbler,0.0,0.0,1.0
Wilson's_blackcap,0.0,0.0,1.0
Wilsonia_pusilla,0.0,0.0,1.0
Setophaga,0.0,0.0,1.0
genus_Setophaga,0.0,0.0,1.0
flycatching_warbler,0.0,0.0,1.0
American_redstart,0.0,0.0,1.0
Setophaga_ruticilla,0.0,0.0,1.0
Dendroica,0.0,0.0,1.0
genus_Dendroica,0.0,0.0,1.0
Cape_May_warbler,0.0,0.0,1.0
Dendroica_tigrina,0.0,0.0,1.0
yellow_warbler,0.0,0.0,1.0
golden_warbler,0.0,0.0,1.0
Dendroica_petechia,0.0,0.0,1.0
Blackburn,0.0,0.0,1.0
Blackburnian_warbler,0.0,0.0,1.0
Dendroica_fusca,0.0,0.0,1.0
Audubon's_warbler,0.0,0.0,1.0
Audubon_warbler,0.0,0.0,1.0
Dendroica_auduboni,0.0,0.0,1.0
myrtle_warbler,0.0,0.0,1.0
myrtle_bird,0.0,0.0,1.0
Dendroica_coronata,0.0,0.0,1.0
blackpoll,0.0,0.0,1.0
Dendroica_striate,0.0,0.0,1.0
Icteria,0.0,0.0,1.0
genus_Icteria,0.0,0.0,1.0
New_World_chat,0.0,0.0,1.0
yellow-breasted_chat,0.0,0.0,1.0
Icteria_virens,0.0,0.0,1.0
Seiurus,0.0,0.0,1.0
genus_Seiurus,0.0,0.0,1.0
Seiurus_aurocapillus,0.0,0.0,1.0
water_thrush,0.0,0.0,1.0
Geothlypis,0.0,0.0,1.0
genus_Geothlypis,0.0,0.0,1.0
yellowthroat,0.0,0.0,1.0
common_yellowthroat,0.0,0.0,1.0
Maryland_yellowthroat,0.0,0.0,1.0
Geothlypis_trichas,0.0,0.0,1.0
Paradisaeidae,0.0,0.125,0.875
family_Paradisaeidae,0.0,0.125,0.875
bird_of_paradise,0.0,0.0,1.0
Ptloris,0.0,0.0,1.0
genus_Ptloris,0.0,0.0,1.0
riflebird,0.0,0.0,1.0
Ptloris_paradisea,0.0,0.0,1.0
Icteridae,0.0,0.0,1.0
family_Icteridae,0.0,0.0,1.0
New_World_oriole,0.0,0.0,1.0
American_oriole,0.0,0.0,1.0
oriole,0.0,0.0,1.0
Icterus,0.0,0.0,1.0
genus_Icterus,0.0,0.0,1.0
northern_oriole,0.0,0.0,1.0
Icterus_galbula,0.0,0.0,1.0
Baltimore_oriole,0.0,0.0,1.0
Baltimore_bird,0.0,0.0,1.0
hangbird,0.0,0.0,1.0
Icterus_galbula_galbula,0.0,0.0,1.0
Bullock's_oriole,0.0,0.0,1.0
Icterus_galbula_bullockii,0.0,0.0,1.0
orchard_oriole,0.0,0.0,1.0
Icterus_spurius,0.0,0.0,1.0
Sturnella,0.0,0.0,1.0
genus_Sturnella,0.0,0.0,1.0
meadowlark,0.0,0.0,1.0
eastern_meadowlark,0.0,0.0,1.0
Sturnella_magna,0.0,0.0,1.0
western_meadowlark,0.0,0.0,1.0
Sturnella_neglecta,0.0,0.0,1.0
Cacicus,0.0,0.0,1.0
genus_Cacicus,0.0,0.0,1.0
cacique,0.0,0.0,1.0
cazique,0.0,0.0,1.0
Dolichonyx,0.0,0.0,1.0
genus_Dolichonyx,0.0,0.0,1.0
bobolink,0.0,0.0,1.0
Dolichonyx_oryzivorus,0.0,0.0,1.0
New_World_blackbird,0.0,0.0,1.0
Quiscalus,0.0,0.0,1.0
genus_Quiscalus,0.0,0.0,1.0
grackle,0.0,0.0,1.0
crow_blackbird,0.0,0.0,1.0
purple_grackle,0.0,0.0,1.0
Quiscalus_quiscula,0.0,0.0,1.0
Euphagus,0.0,0.0,1.0
genus_Euphagus,0.0,0.0,1.0
rusty_blackbird,0.0,0.0,1.0
rusty_grackle,0.0,0.0,1.0
Euphagus_carilonus,0.0,0.0,1.0
Molothrus,0.0,0.0,1.0
genus_Molothrus,0.0,0.0,1.0
cowbird,0.0,0.0,1.0
Agelaius,0.0,0.0,1.0
genus_Agelaius,0.0,0.0,1.0
red-winged_blackbird,0.0,0.0,1.0
Agelaius_phoeniceus,0.0,0.0,1.0
Oriolidae,0.0,0.0,1.0
family_Oriolidae,0.0,0.0,1.0
Old_World_oriole,0.0,0.0,1.0
Oriolus,0.0,0.125,0.875
genus_Oriolus,0.0,0.125,0.875
golden_oriole,0.0,0.0,1.0
Oriolus_oriolus,0.0,0.0,1.0
Sphecotheres,0.0,0.0,1.0
genus_Sphecotheres,0.0,0.0,1.0
fig-bird,0.0,0.0,1.0
Sturnidae,0.0,0.0,1.0
family_Sturnidae,0.0,0.0,1.0
starling,0.0,0.0,1.0
Sturnus,0.0,0.0,1.0
genus_Sturnus,0.0,0.0,1.0
common_starling,0.0,0.0,1.0
Sturnus_vulgaris,0.0,0.0,1.0
Pastor,0.0,0.0,1.0
subgenus_Pastor,0.0,0.0,1.0
rose-colored_starling,0.0,0.0,1.0
rose-colored_pastor,0.0,0.0,1.0
Pastor_sturnus,0.0,0.0,1.0
Pastor_roseus,0.0,0.0,1.0
myna,0.0,0.0,1.0
mynah,0.0,0.0,1.0
mina,0.0,0.0,1.0
minah,0.0,0.0,1.0
myna_bird,0.0,0.0,1.0
mynah_bird,0.0,0.0,1.0
Acridotheres,0.0,0.0,1.0
genus_Acridotheres,0.0,0.0,1.0
crested_myna,0.0,0.0,1.0
Acridotheres_tristis,0.0,0.0,1.0
Gracula,0.25,0.0,0.75
genus_Gracula,0.25,0.0,0.75
hill_myna,0.0,0.0,1.0
Indian_grackle,0.0,0.0,1.0
Gracula_religiosa,0.0,0.0,1.0
Corvidae,0.0,0.0,1.0
family_Corvidae,0.0,0.0,1.0
corvine_bird,0.0,0.0,1.0
Corvus,0.0,0.0,1.0
genus_Corvus,0.0,0.0,1.0
crow,0.22265625,0.03515625,0.7421875
American_crow,0.0,0.0,1.0
Corvus_brachyrhyncos,0.0,0.0,1.0
raven,0.03125,0.015625,0.953125
Corvus_corax,0.0,0.0,1.0
rook,0.0,0.0625,0.9375
Corvus_frugilegus,0.0,0.0,1.0
jackdaw,0.0,0.0,1.0
daw,0.0,0.0,1.0
Corvus_monedula,0.0,0.0,1.0
chough,0.0,0.0,1.0
Garrulinae,0.0,0.0,1.0
subfamily_Garrulinae,0.0,0.0,1.0
jay,0.0,0.0,1.0
Garrulus,0.0,0.0,1.0
genus_Garrulus,0.0,0.0,1.0
Old_World_jay,0.0,0.0,1.0
common_European_jay,0.0,0.0,1.0
Garullus_garullus,0.0,0.0,1.0
Cyanocitta,0.0,0.0,1.0
genus_Cyanocitta,0.0,0.0,1.0
New_World_jay,0.0,0.0,1.0
blue_jay,0.0,0.0,1.0
jaybird,0.0,0.0,1.0
Cyanocitta_cristata,0.0,0.0,1.0
Perisoreus,0.0,0.0,1.0
genus_Perisoreus,0.0,0.0,1.0
Canada_jay,0.0,0.0,1.0
grey_jay,0.0,0.0,1.0
gray_jay,0.0,0.0,1.0
camp_robber,0.0,0.0,1.0
whisker_jack,0.0,0.0,1.0
Perisoreus_canadensis,0.0,0.0,1.0
Rocky_Mountain_jay,0.0,0.0,1.0
Perisoreus_canadensis_capitalis,0.0,0.0,1.0
Nucifraga,0.0,0.0,1.0
genus_Nucifraga,0.0,0.0,1.0
nutcracker,0.0,0.0,1.0
common_nutcracker,0.0,0.0,1.0
Nucifraga_caryocatactes,0.0,0.0,1.0
Clark's_nutcracker,0.0,0.0,1.0
Nucifraga_columbiana,0.0,0.0,1.0
Pica,0.0,0.0,1.0
genus_Pica,0.0,0.0,1.0
magpie,0.0,0.09375,0.90625
European_magpie,0.0,0.0,1.0
Pica_pica,0.0,0.0,1.0
American_magpie,0.0,0.0,1.0
Pica_pica_hudsonia,0.0,0.0,1.0
Cracticidae,0.0,0.0,1.0
family_Cracticidae,0.0,0.0,1.0
Australian_magpie,0.0,0.125,0.875
Cracticus,0.0,0.0,1.0
genus_Cracticus,0.0,0.0,1.0
butcherbird,0.0,0.0,1.0
Strepera,0.0,0.0,1.0
genus_Strepera,0.0,0.0,1.0
currawong,0.0,0.0,1.0
bell_magpie,0.0,0.0,1.0
Gymnorhina,0.0,0.0,1.0
genus_Gymnorhina,0.0,0.0,1.0
piping_crow,0.5,0.0,0.5
piping_crow-shrike,0.5,0.0,0.5
Gymnorhina_tibicen,0.5,0.0,0.5
Troglodytidae,0.0,0.0,1.0
family_Troglodytidae,0.0,0.0,1.0
wren,0.0,0.0,1.0
jenny_wren,0.0,0.0,1.0
Troglodytes,0.0,0.125,0.875
genus_Troglodytes,0.0,0.125,0.875
winter_wren,0.0,0.0,1.0
Troglodytes_troglodytes,0.0,0.0,1.0
house_wren,0.0,0.0,1.0
Troglodytes_aedon,0.0,0.0,1.0
Cistothorus,0.0,0.0,1.0
genus_Cistothorus,0.0,0.0,1.0
marsh_wren,0.0,0.0,1.0
long-billed_marsh_wren,0.0,0.0,1.0
Cistothorus_palustris,0.0,0.0,1.0
short-billed_marsh_wren,0.0,0.0,1.0
Cistothorus_platensis,0.0,0.0,1.0
Salpinctes,0.0,0.0,1.0
genus_Salpinctes,0.0,0.0,1.0
rock_wren,0.0625,0.0,0.9375
Salpinctes_obsoletus,0.0,0.0,1.0
Thryothorus,0.0,0.0,1.0
genus_Thryothorus,0.0,0.0,1.0
Carolina_wren,0.0,0.0,1.0
Thryothorus_ludovicianus,0.0,0.0,1.0
Campylorhynchus,0.0,0.0,1.0
genus_Campylorhynchus,0.0,0.0,1.0
Heleodytes,0.0,0.0,1.0
genus_Heleodytes,0.0,0.0,1.0
cactus_wren,0.0,0.0,1.0
Mimidae,0.0,0.0,1.0
family_Mimidae,0.0,0.0,1.0
Mimus,0.0,0.0,1.0
genus_Mimus,0.0,0.0,1.0
mockingbird,0.0,0.0,1.0
mocker,0.0,0.1875,0.8125
Mimus_polyglotktos,0.0,0.0,1.0
Melanotis,0.0,0.0,1.0
genus_Melanotis,0.0,0.0,1.0
blue_mockingbird,0.0,0.0,1.0
Melanotis_caerulescens,0.0,0.0,1.0
Dumetella,0.0,0.0,1.0
genus_Dumetella,0.0,0.0,1.0
catbird,0.0,0.0,1.0
grey_catbird,0.0,0.0,1.0
gray_catbird,0.0,0.0,1.0
Dumetella_carolinensis,0.0,0.0,1.0
Toxostoma,0.0,0.0,1.0
genus_Toxostoma,0.0,0.0,1.0
mocking_thrush,0.0,0.0,1.0
brown_thrasher,0.0,0.0,1.0
brown_thrush,0.0,0.0,1.0
Toxostoma_rufums,0.0,0.0,1.0
Xenicidae,0.0,0.0,1.0
family_Xenicidae,0.0,0.0,1.0
Acanthisittidae,0.0,0.0,1.0
family_Acanthisittidae,0.0,0.0,1.0
New_Zealand_wren,0.0,0.0,1.0
Xenicus,0.0,0.0,1.0
genus_Xenicus,0.0,0.0,1.0
Xenicus_gilviventris,0.125,0.0,0.875
Acanthisitta,0.0,0.0,1.0
genus_Acanthisitta,0.0,0.0,1.0
rifleman_bird,0.0,0.0,1.0
Acanthisitta_chloris,0.0,0.0,1.0
Certhiidae,0.0,0.0,1.0
family_Certhiidae,0.0,0.0,1.0
creeper,0.0,0.0,1.0
Certhia,0.0,0.125,0.875
genus_Certhia,0.0,0.125,0.875
brown_creeper,0.0,0.0,1.0
American_creeper,0.0,0.0,1.0
Certhia_americana,0.0,0.0,1.0
European_creeper,0.0,0.0,1.0
Certhia_familiaris,0.0,0.0,1.0
Tichodroma,0.0,0.0,1.0
genus_Tichodroma,0.0,0.0,1.0
wall_creeper,0.0,0.0,1.0
tichodrome,0.0,0.0,1.0
Tichodroma_muriaria,0.0,0.0,1.0
Sittidae,0.0,0.0,1.0
family_Sittidae,0.0,0.0,1.0
nuthatch,0.0,0.0,1.0
Sitta,0.0,0.125,0.875
genus_Sitta,0.0,0.125,0.875
European_nuthatch,0.375,0.0,0.625
Sitta_europaea,0.375,0.0,0.625
red-breasted_nuthatch,0.0,0.0,1.0
Sitta_canadensis,0.0,0.0,1.0
white-breasted_nuthatch,0.0,0.0,1.0
Sitta_carolinensis,0.0,0.0,1.0
Paridae,0.0,0.0,1.0
family_Paridae,0.0,0.0,1.0
titmouse,0.0,0.0,1.0
tit,0.0,0.0,1.0
Parus,0.0,0.125,0.875
genus_Parus,0.0,0.125,0.875
chickadee,0.0,0.0,1.0
black-capped_chickadee,0.0,0.0,1.0
Parus_atricapillus,0.0,0.0,1.0
tufted_titmouse,0.0,0.0,1.0
Parus_bicolor,0.0,0.0,1.0
Carolina_chickadee,0.0,0.0,1.0
Parus_carolinensis,0.0,0.0,1.0
blue_tit,0.0,0.0,1.0
tomtit,0.0,0.0,1.0
Parus_caeruleus,0.0,0.0,1.0
Psaltriparus,0.0,0.0,1.0
genus_Psaltriparus,0.0,0.0,1.0
bushtit,0.0,0.0,1.0
bush_tit,0.0,0.0,1.0
Chamaea,0.0,0.0,1.0
genus_Chamaea,0.0,0.0,1.0
wren-tit,0.0,0.125,0.875
Chamaea_fasciata,0.0,0.125,0.875
Auriparus,0.0,0.0,1.0
genus_Auriparus,0.0,0.0,1.0
verdin,0.0,0.0,1.0
Auriparus_flaviceps,0.0,0.0,1.0
Irenidae,0.0,0.0,1.0
family_Irenidae,0.0,0.0,1.0
Irena,0.0,0.0,1.0
genus_Irena,0.0,0.0,1.0
fairy_bluebird,0.125,0.0,0.875
Hirundinidae,0.0,0.0,1.0
family_Hirundinidae,0.0,0.0,1.0
Hirundo,0.0,0.0,1.0
genus_Hirundo,0.0,0.0,1.0
barn_swallow,0.0,0.0,1.0
chimney_swallow,0.0,0.0,1.0
Hirundo_rustica,0.0,0.0,1.0
cliff_swallow,0.0,0.0,1.0
Hirundo_pyrrhonota,0.0,0.0,1.0
tree_swallow,0.0,0.0,1.0
tree_martin,0.0,0.0,1.0
Hirundo_nigricans,0.0,0.0,1.0
Iridoprocne,0.0,0.0,1.0
genus_Iridoprocne,0.0,0.0,1.0
white-bellied_swallow,0.0,0.0,1.0
Iridoprocne_bicolor,0.0,0.0,1.0
martin,0.0,0.0,1.0
Delichon,0.0,0.0,1.0
genus_Delichon,0.0,0.0,1.0
house_martin,0.0,0.0,1.0
Delichon_urbica,0.0,0.0,1.0
Riparia,0.0,0.0,1.0
genus_Riparia,0.0,0.0,1.0
bank_martin,0.0,0.0,1.0
bank_swallow,0.0,0.0,1.0
sand_martin,0.0,0.0,1.0
Riparia_riparia,0.0,0.0,1.0
Progne,0.0,0.0,1.0
genus_Progne,0.0,0.0,1.0
purple_martin,0.0,0.0,1.0
Progne_subis,0.0,0.0,1.0
Artamidae,0.0,0.0,1.0
family_Artamidae,0.0,0.0,1.0
Artamus,0.0,0.0,1.0
genus_Artamus,0.0,0.0,1.0
wood_swallow,0.0,0.0,1.0
swallow_shrike,0.0,0.0,1.0
Thraupidae,0.0,0.0,1.0
family_Thraupidae,0.0,0.0,1.0
tanager,0.0,0.0,1.0
Piranga,0.0,0.0,1.0
genus_Piranga,0.0,0.0,1.0
scarlet_tanager,0.0,0.0,1.0
Piranga_olivacea,0.0,0.0,1.0
western_tanager,0.0,0.0,1.0
Piranga_ludoviciana,0.0,0.0,1.0
summer_tanager,0.0,0.0,1.0
summer_redbird,0.0,0.0,1.0
Piranga_rubra,0.0,0.0,1.0
hepatic_tanager,0.0,0.0,1.0
Piranga_flava_hepatica,0.0,0.0,1.0
Laniidae,0.0,0.0,1.0
family_Laniidae,0.0,0.0,1.0
shrike,0.0,0.0,1.0
Lanius,0.0,0.0,1.0
genus_Lanius,0.0,0.0,1.0
European_shrike,0.0,0.0,1.0
Lanius_excubitor,0.0,0.0,1.0
northern_shrike,0.0,0.0,1.0
Lanius_borealis,0.0,0.0,1.0
white-rumped_shrike,0.0,0.0,1.0
Lanius_ludovicianus_excubitorides,0.0,0.0,1.0
loggerhead_shrike,0.0,0.0,1.0
Lanius_lucovicianus,0.0,0.0,1.0
migrant_shrike,0.0,0.0,1.0
Lanius_ludovicianus_migrans,0.0,0.0,1.0
Malaconotinae,0.0,0.0,1.0
subfamily_Malaconotinae,0.0,0.0,1.0
bush_shrike,0.0,0.0,1.0
Chlorophoneus,0.0,0.0,1.0
genus_Chlorophoneus,0.0,0.0,1.0
black-fronted_bush_shrike,0.25,0.0,0.75
Chlorophoneus_nigrifrons,0.25,0.0,0.75
Ptilonorhynchidae,0.0,0.0,1.0
family_Ptilonorhynchidae,0.0,0.0,1.0
bowerbird,0.0,0.0,1.0
Ptilonorhynchus,0.0,0.0,1.0
genus_Ptilonorhynchus,0.0,0.0,1.0
satin_bowerbird,0.0,0.0,1.0
satin_bird,0.0,0.0,1.0
Ptilonorhynchus_violaceus,0.0,0.0,1.0
Chlamydera,0.0,0.0,1.0
genus_Chlamydera,0.0,0.0,1.0
great_bowerbird,0.0,0.0,1.0
Chlamydera_nuchalis,0.0,0.0,1.0
Cinclidae,0.0,0.0,1.0
family_Cinclidae,0.0,0.0,1.0
water_ouzel,0.0,0.0,1.0
dipper,0.0,0.0,1.0
Cinclus,0.0,0.0,1.0
genus_Cinclus,0.0,0.0,1.0
European_water_ouzel,0.0,0.0,1.0
Cinclus_aquaticus,0.0,0.0,1.0
American_water_ouzel,0.0,0.0,1.0
Cinclus_mexicanus,0.0,0.0,1.0
Vireonidae,0.0,0.0,1.0
family_Vireonidae,0.0,0.0,1.0
genus_Vireo,0.0,0.125,0.875
vireo,0.0,0.0,1.0
red-eyed_vireo,0.0,0.0,1.0
Vireo_olivaceous,0.0,0.0,1.0
solitary_vireo,0.0,0.0,1.0
Vireo_solitarius,0.0,0.0,1.0
blue-headed_vireo,0.0,0.0,1.0
Vireo_solitarius_solitarius,0.0,0.0,1.0
Bombycillidae,0.0,0.0,1.0
family_Bombycillidae,0.0,0.0,1.0
Bombycilla,0.0,0.0,1.0
genus_bombycilla,0.0,0.0,1.0
waxwing,0.0,0.0,1.0
cedar_waxwing,0.0,0.125,0.875
cedarbird,0.0,0.125,0.875
Bombycilla_cedrorun,0.0,0.125,0.875
Bohemian_waxwing,0.0,0.0,1.0
Bombycilla_garrulus,0.0,0.0,1.0
Raptores,0.0,0.0,1.0
order_Raptores,0.0,0.0,1.0
bird_of_prey,0.0,0.125,0.875
raptor,0.0,0.125,0.875
raptorial_bird,0.0,0.125,0.875
Falconiformes,0.0,0.0,1.0
order_Falconiformes,0.0,0.0,1.0
Accipitriformes,0.0,0.0,1.0
order_Accipitriformes,0.0,0.0,1.0
Accipitridae,0.0,0.0,1.0
family_Accipitridae,0.0,0.0,1.0
hawk,0.0,0.0,1.0
eyas,0.0,0.0,1.0
tiercel,0.0,0.0,1.0
tercel,0.0,0.0,1.0
tercelet,0.0,0.0,1.0
Accipiter,0.0,0.0,1.0
genus_Accipiter,0.0,0.0,1.0
goshawk,0.0,0.0,1.0
Accipiter_gentilis,0.0,0.0,1.0
sparrow_hawk,0.0,0.0,1.0
Accipiter_nisus,0.0,0.0,1.0
Cooper's_hawk,0.0,0.0,1.0
blue_darter,0.0,0.0,1.0
Accipiter_cooperii,0.0,0.0,1.0
chicken_hawk,0.0,0.0,1.0
hen_hawk,0.0,0.0,1.0
Buteo,0.25,0.0,0.75
genus_Buteo,0.25,0.0,0.75
red-tailed_hawk,0.0,0.0,1.0
Buteo_jamaicensis,0.0,0.0,1.0
rough-legged_hawk,0.0,0.0,1.0
roughleg,0.0,0.0,1.0
Buteo_lagopus,0.0,0.0,1.0
red-shouldered_hawk,0.0,0.0,1.0
Buteo_lineatus,0.0,0.0,1.0
buzzard,0.0,0.0,1.0
Buteo_buteo,0.0,0.0,1.0
Pernis,0.0,0.0,1.0
genus_Pernis,0.0,0.0,1.0
honey_buzzard,0.0,0.0,1.0
Pernis_apivorus,0.0,0.0,1.0
kite,0.0,0.138671875,0.861328125
Milvus,0.0,0.0,1.0
genus-Milvus,0.0,0.0,1.0
black_kite,0.0,0.0,1.0
Milvus_migrans,0.0,0.0,1.0
Elanoides,0.0,0.0,1.0
genus_Elanoides,0.0,0.0,1.0
swallow-tailed_kite,0.0,0.125,0.875
swallow-tailed_hawk,0.0,0.125,0.875
Elanoides_forficatus,0.0,0.125,0.875
Elanus,0.0,0.0,1.0
genus_Elanus,0.0,0.0,1.0
white-tailed_kite,0.0,0.0,1.0
Elanus_leucurus,0.0,0.0,1.0
Circus,0.0,0.0,1.0
genus_Circus,0.0,0.0,1.0
harrier,0.0,0.0,1.0
marsh_harrier,0.0,0.0,1.0
Circus_Aeruginosus,0.0,0.0,1.0
Montagu's_harrier,0.0,0.0,1.0
Circus_pygargus,0.0,0.0,1.0
marsh_hawk,0.0,0.0,1.0
northern_harrier,0.0,0.0,1.0
hen_harrier,0.0,0.0,1.0
Circus_cyaneus,0.0,0.0,1.0
Circaetus,0.0,0.0,1.0
genus_Circaetus,0.0,0.0,1.0
harrier_eagle,0.0,0.0,1.0
short-toed_eagle,0.0,0.0,1.0
Falconidae,0.0,0.0,1.0
family_Falconidae,0.0,0.0,1.0
falcon,0.0,0.0,1.0
Falco,0.0,0.0,1.0
genus_Falco,0.0,0.0,1.0
peregrine_falcon,0.0,0.0,1.0
Falco_peregrinus,0.0,0.0,1.0
falcon-gentle,0.0,0.0,1.0
falcon-gentil,0.0,0.0,1.0
gyrfalcon,0.0,0.0,1.0
gerfalcon,0.0,0.0,1.0
Falco_rusticolus,0.0,0.0,1.0
kestrel,0.0,0.0,1.0
Falco_tinnunculus,0.0,0.0,1.0
American_kestrel,0.0,0.0,1.0
Falco_sparverius,0.0,0.0,1.0
pigeon_hawk,0.0,0.0,1.0
merlin,0.0,0.0,1.0
Falco_columbarius,0.0,0.0,1.0
Falco_subbuteo,0.0,0.0,1.0
caracara,0.0,0.0,1.0
Polyborus,0.0,0.0,1.0
genus_Polyborus,0.0,0.0,1.0
Audubon's_caracara,0.0,0.0,1.0
Polyborus_cheriway_audubonii,0.0,0.0,1.0
carancha,0.0,0.0,1.0
Polyborus_plancus,0.0,0.0,1.0
eagle,0.0,0.0,1.0
bird_of_Jove,0.0,0.0,1.0
young_bird,0.0,0.0,1.0
eaglet,0.0,0.0,1.0
Harpia,0.0,0.0,1.0
genus_Harpia,0.0,0.0,1.0
harpy,0.0,0.25,0.75
harpy_eagle,0.0,0.0,1.0
Harpia_harpyja,0.0,0.0,1.0
Aquila,0.0,0.0,1.0
genus_Aquila,0.0,0.0,1.0
golden_eagle,0.0,0.0,1.0
Aquila_chrysaetos,0.0,0.0,1.0
tawny_eagle,0.0,0.0,1.0
Aquila_rapax,0.0,0.0,1.0
ringtail,0.0,0.03125,0.96875
Haliaeetus,0.0,0.0,1.0
genus_Haliaeetus,0.0,0.0,1.0
bald_eagle,0.0,0.0,1.0
American_eagle,0.0,0.0,1.0
Haliaeetus_leucocephalus,0.0,0.0,1.0
sea_eagle,0.0,0.0,1.0
Kamchatkan_sea_eagle,0.0,0.0,1.0
Stellar's_sea_eagle,0.0,0.0,1.0
Haliaeetus_pelagicus,0.0,0.0,1.0
ern,0.0,0.0,1.0
erne,0.0,0.0,1.0
grey_sea_eagle,0.0,0.0,1.0
gray_sea_eagle,0.0,0.0,1.0
European_sea_eagle,0.0,0.0,1.0
white-tailed_sea_eagle,0.0,0.0,1.0
Haliatus_albicilla,0.0,0.0,1.0
fishing_eagle,0.0,0.0,1.0
Haliaeetus_leucorhyphus,0.0,0.0,1.0
